timestamp,price,bid_price,bid_volume,ask_price,ask_volume,signal,strategy_return,cumulative_strategy_return
2023-10-01 09:30:00,100.07495927747507,100.04325187549736,417,100.09629165494626,983,0,9.021272261241572,10.021272261241572
2023-10-01 09:30:01,100.0953737562654,100.05352152113277,412,100.11861461476703,107,-1,9.021272261241572,100.42589773392977
2023-10-01 09:30:02,100.04950907521571,100.01591206566714,690,100.08159538759294,692,-1,9.021272261241572,1006.3952632713133
2023-10-01 09:30:03,99.9445072272278,99.92972403128717,143,99.98765580535648,361,-1,9.021272261241572,10085.360935665722
2023-10-01 09:30:04,99.78660912201796,99.74243130106807,802,99.8128130037071,295,-1,9.021272261241572,101068.14778919624
2023-10-01 09:30:05,99.72266382372406,99.6913545551919,185,99.75518002566996,421,-1,9.021272261241572,1012831.425934936
2023-10-01 09:30:06,99.76288013015001,99.71707166280001,188,99.81275687675759,530,-1,9.021272261241572,10149859.474035522
2023-10-01 09:30:07,99.63182459046834,99.59931776478717,649,99.66401632024113,585,-1,9.021272261241572,101714505.20265216
2023-10-01 09:30:08,99.62033921661752,99.60974567991082,589,99.66660749697525,920,-1,9.021272261241572,1019308749.5532496
2023-10-01 09:30:09,99.66772622136362,99.64250944149457,108,99.67896294580235,602,-1,9.021272261241572,10214770497.538813
2023-10-01 09:30:10,99.63802025838108,99.62449121481244,145,99.67704043407672,162,-1,9.021272261241572,102364996241.93448
2023-10-01 09:30:11,99.5913100174987,99.57531035420749,629,99.6164881666006,929,-1,9.021272261241572,1025827497361.3958
2023-10-01 09:30:12,99.71070021496811,99.68637332998001,726,99.74683409111002,173,-1,9.021272261241572,10280096644126.617
2023-10-01 09:30:13,99.51202741731728,99.46233390741914,839,99.529068352964,177,-1,9.021272261241572,103019647342668.64
2023-10-01 09:30:14,99.3801120693518,99.33439733901805,556,99.39087952418431,589,-1,9.021272261241572,1032387934277974.2
2023-10-01 09:30:15,99.24673492124788,99.22558013632191,489,99.27777699279844,465,-1,9.021272261241572,1.034584056862035e+16
2023-10-01 09:30:16,99.34170919809345,99.30302388512659,406,99.36006353141842,860,-1,9.021272261241572,1.0367848510954285e+17
2023-10-01 09:30:17,99.23978238942088,99.19456567529042,675,99.26180679279359,913,-1,9.021272261241572,1.0389903269158092e+18
2023-10-01 09:30:18,99.28489739094458,99.25806058369254,541,99.30488963918562,347,-1,9.021272261241572,1.041200494281971e+19
2023-10-01 09:30:19,99.203560449996,99.18922381245794,707,99.2367427701297,475,-1,9.021272261241572,1.043415363173893e+20
2023-10-01 09:30:20,99.30224491038014,99.2702483165949,905,99.3437512707247,634,-1,9.021272261241572,1.0456349435927835e+21
2023-10-01 09:30:21,99.26231992202604,99.22123073271989,991,99.30189184743578,860,-1,9.021272261241572,1.0478592455611257e+22
2023-10-01 09:30:22,99.19876315083575,99.1695913847114,406,99.24016741925398,226,-1,9.021272261241572,1.050088279122723e+23
2023-10-01 09:30:23,99.16514633891677,99.15497973511607,222,99.21500439365023,560,-1,9.021272261241572,1.052322054342744e+24
2023-10-01 09:30:24,99.24368459409575,99.19488065809925,687,99.2563790524668,542,-1,9.021272261241572,1.0545605813077687e+25
2023-10-01 09:30:25,99.3917586571675,99.38057233748147,817,99.4055942067307,433,-1,9.021272261241572,1.0568038701258329e+26
2023-10-01 09:30:26,99.40706039724115,99.37586599555341,393,99.45085655360228,560,-1,9.021272261241572,1.0590519309264751e+27
2023-10-01 09:30:27,99.32972034978357,99.29513573719167,410,99.36329150618664,349,-1,9.021272261241572,1.061304773860781e+28
2023-10-01 09:30:28,99.36334123821501,99.34583646232724,145,99.39130705109888,991,-1,9.021272261241572,1.0635624091014304e+29
2023-10-01 09:30:29,99.14407774660992,99.12922794385373,406,99.18945531181946,673,-1,9.021272261241572,1.0658248468427426e+30
2023-10-01 09:30:30,99.03255966482934,98.98427040936602,375,99.06526679624547,766,-1,9.021272261241572,1.0680920973007224e+31
2023-10-01 09:30:31,99.06259317718661,99.0484250223383,308,99.08405783509076,491,-1,9.021272261241572,1.0703641707131064e+32
2023-10-01 09:30:32,99.01909128851223,99.00780135011959,570,99.04640034581614,300,-1,9.021272261241572,1.0726410773394091e+33
2023-10-01 09:30:33,98.99392818915177,98.94496162560853,995,99.00675926278824,129,-1,9.021272261241572,1.0749228274609696e+34
2023-10-01 09:30:34,99.07922081812484,99.03643628022489,842,99.12168435290037,460,-1,9.021272261241572,1.0772094313809975e+35
2023-10-01 09:30:35,99.0168591989915,98.97744039225064,624,99.06491018450846,213,-1,9.021272261241572,1.0795008994246196e+36
2023-10-01 09:30:36,99.05337491577934,99.03683670148394,575,99.06993989741616,520,-1,9.021272261241572,1.0817972419389268e+37
2023-10-01 09:30:37,99.26585693383763,99.21678354768835,722,99.29780709101692,587,-1,9.021272261241572,1.0840984692930206e+38
2023-10-01 09:30:38,99.26275194221351,99.24373625901521,570,99.27632647338942,538,-1,9.021272261241572,1.0864045918780596e+39
2023-10-01 09:30:39,99.41996774905972,99.39676726065242,462,99.45947247195629,528,-1,9.021272261241572,1.0887156201073069e+40
2023-10-01 09:30:40,99.31547341775997,99.27578537152777,833,99.34702637730207,917,-1,9.021272261241572,1.091031564416177e+41
2023-10-01 09:30:41,99.25634181865752,99.23212053431043,738,99.27128103351401,172,-1,9.021272261241572,1.0933524352622833e+42
2023-10-01 09:30:42,99.32848102636808,99.30489203570299,729,99.3700082164699,151,-1,9.021272261241572,1.0956782431254842e+43
2023-10-01 09:30:43,99.47538894586229,99.43042489055205,570,99.49302097790236,941,-1,9.021272261241572,1.0980089985079313e+44
2023-10-01 09:30:44,99.50001283210041,99.45554154454888,549,99.51125187166406,651,-1,9.021272261241572,1.100344711934117e+45
2023-10-01 09:30:45,99.33400938812298,99.31502799157009,507,99.37842846206185,521,-1,9.021272261241572,1.1026853939509214e+46
2023-10-01 09:30:46,99.37892393617832,99.36104879722654,340,99.40745205180781,435,-1,9.021272261241572,1.1050310551276604e+47
2023-10-01 09:30:47,99.41282754532705,99.36951373299699,282,99.45585944050715,616,-1,9.021272261241572,1.107381706056133e+48
2023-10-01 09:30:48,99.43539193938291,99.3954167235105,385,99.48236892808409,232,-1,9.021272261241572,1.1097373573506694e+49
2023-10-01 09:30:49,99.48693257810723,99.45995626028423,593,99.51053612965796,584,-1,9.021272261241572,1.112098019648179e+50
2023-10-01 09:30:50,99.47478791441546,99.43677235382007,438,99.51225589360808,166,-1,9.021272261241572,1.1144637036081981e+51
2023-10-01 09:30:51,99.40334775766155,99.3752505758791,674,99.43892775026895,293,-1,9.021272261241572,1.1168344199129384e+52
2023-10-01 09:30:52,99.50502407795756,99.46955293111891,772,99.54907071364836,165,-1,9.021272261241572,1.1192101792673352e+53
2023-10-01 09:30:53,99.19721261187722,99.15571120951205,994,99.22470391340339,691,-1,9.021272261241572,1.1215909923990954e+54
2023-10-01 09:30:54,99.04205803662629,99.02227231365282,597,99.06342471487099,422,-1,9.021272261241572,1.1239768700587461e+55
2023-10-01 09:30:55,99.03081949386335,98.9949163935088,817,99.04820498355487,826,-1,9.021272261241572,1.1263678230196834e+56
2023-10-01 09:30:56,99.07794571041705,99.05664202507818,320,99.11122128875962,355,-1,9.021272261241572,1.1287638620782209e+57
2023-10-01 09:30:57,99.07457877525563,99.03397390375162,110,99.12088789104975,597,-1,9.021272261241572,1.1311649980536383e+58
2023-10-01 09:30:58,99.20724915214433,99.1853188824456,832,99.2351319467999,822,-1,9.021272261241572,1.1335712417882301e+59
2023-10-01 09:30:59,99.23094400970905,99.21424756910547,191,99.25900768525052,478,-1,9.021272261241572,1.1359826041473554e+60
2023-10-01 09:31:00,99.16880771562722,99.14066281953157,678,99.21747544209472,981,-1,9.021272261241572,1.1383990960194858e+61
2023-10-01 09:31:01,98.98165624894382,98.93831812676979,342,99.02366749607762,614,-1,9.021272261241572,1.1408207283162554e+62
2023-10-01 09:31:02,98.96675739799544,98.94482536092848,174,98.99362618844238,107,-1,9.021272261241572,1.1432475119725098e+63
2023-10-01 09:31:03,99.10538132968072,99.07397758865584,122,99.1361887056742,302,-1,9.021272261241572,1.1456794579463555e+64
2023-10-01 09:31:04,99.25763744400415,99.24699884224204,760,99.29512484330995,251,-1,9.021272261241572,1.1481165772192092e+65
2023-10-01 09:31:05,99.20587663583177,99.1690298007094,912,99.23018264576669,611,-1,9.021272261241572,1.1505588807958479e+66
2023-10-01 09:31:06,99.14379108633383,99.10471017947658,784,99.15766572503281,474,-1,9.021272261241572,1.153006379704458e+67
2023-10-01 09:31:07,99.17653879255552,99.14593819353482,116,99.21083322383626,260,-1,9.021272261241572,1.155459084996685e+68
2023-10-01 09:31:08,99.10754549361327,99.09627890684911,988,99.13799518595059,646,-1,9.021272261241572,1.1579170077476848e+69
2023-10-01 09:31:09,99.18878377306905,99.16457153073314,663,99.2013638898873,104,-1,9.021272261241572,1.1603801590561716e+70
2023-10-01 09:31:10,99.26216157031548,99.21513656373871,302,99.31016007588501,127,-1,9.021272261241572,1.1628485500444695e+71
2023-10-01 09:31:11,99.25666709360614,99.21216185093307,322,99.2765519992445,380,-1,9.021272261241572,1.1653221918585623e+72
2023-10-01 09:31:12,99.20720564816337,99.17604414299035,989,99.24541594894751,919,-1,9.021272261241572,1.167801095668144e+73
